,Budget_Year-Month,Finance_Minister,Sentance,Polarity,sentiment,Sector,Topic
320,2013-2014 Month-02,P. Chidambaram,the next corridor will the bengaluru mumbai industri corridor which preparatori work has start,0.0,Neutral,Others,provid
321,2013-2014 Month-02,P. Chidambaram,lehkargil transmiss line,0.0,Neutral,Others,set
322,2013-2014 Month-02,P. Chidambaram,improv power suppli the lehkargil region and connect the ladakh region the northern grid the will construct transmiss system from srinagar leh cost 1840,0.0,Neutral,Others,provid
323,2013-2014 Month-02,P. Chidambaram,provid 226 201314 for the project,0.0,Neutral,Others,develop
324,2013-2014 Month-02,P. Chidambaram,port,0.0,Neutral,Others,provid
325,2013-2014 Month-02,P. Chidambaram,two new major port will establish sagar west bengal and andhra pradesh add 100 million tonn capac,0.0,Neutral,Others,set
326,2013-2014 Month-02,P. Chidambaram,addit new outer harbour will develop the voc port thoothukkudi tamil nadu through ppp cost 7500,0.0,Neutral,Others,scheme
327,2013-2014 Month-02,P. Chidambaram,when complet this will add million tonn capac,0.0,Neutral,Others,provid
328,2013-2014 Month-02,P. Chidambaram,waterway,0.0,Neutral,Others,provid
329,2013-2014 Month-02,P. Chidambaram,five inland waterway have been declar waterway,0.0,Neutral,Others,agricultur
330,2013-2014 Month-02,P. Chidambaram,happi announc that the minist water resourc will move bill parliament declar the lakhipur bhanga stretch river barak assam the sixth waterway,0.0,Neutral,Others,provid
331,2013-2014 Month-02,P. Chidambaram,preparatori work underway build grid connect waterway road and port,0.0,Neutral,Others,provid
332,2013-2014 Month-02,P. Chidambaram,the 12th plan has adequ outlay for capit work includ dredg the waterway,0.0,Neutral,Others,increa
333,2013-2014 Month-02,P. Chidambaram,the object choo barg oper through competit bid transport bulk cargo the waterway,0.0,Neutral,Others,provid
334,2013-2014 Month-02,P. Chidambaram,the first transport contract has been award west bengal from haldia farakka,0.5423,Positive,Others,scheme
335,2013-2014 Month-02,P. Chidambaram,oil and gas,0.0,Neutral,Others,provid
336,2013-2014 Month-02,P. Chidambaram,the oil and gas explor polici will review move from profit share revenu share contract,0.743,Positive,Others,set
337,2013-2014 Month-02,P. Chidambaram,polici encourag explor and product shale gas will announc,0.0,Neutral,Agriculture,provid
338,2013-2014 Month-02,P. Chidambaram,the natur gas price polici will review and uncertainti regard price will remov,0.0,Neutral,Others,increa
339,2013-2014 Month-02,P. Chidambaram,nelp block that were award but are stall will clear,0.3612,Positive,Others,provid
340,2013-2014 Month-02,P. Chidambaram,the mmtpa lng termin dabhol maharashtra will fulli oper 201314,0.0,Neutral,Others,bank
341,2013-2014 Month-02,P. Chidambaram,coal,0.0,Neutral,Others,set
342,2013-2014 Month-02,P. Chidambaram,despit abund coal reserv continu import larg volum coal,0.0,Neutral,Others,bank
343,2013-2014 Month-02,P. Chidambaram,coal import dure the period aprildecemb 2012 have cross 100 million tonn,0.0,Neutral,Others,provid
344,2013-2014 Month-02,P. Chidambaram,that import will rise 185 million tonn 201617,0.0,Neutral,Others,tax
345,2013-2014 Month-02,P. Chidambaram,the coal requir the exist power plant and the power plant that will come into oper 3132015 are taken into account there altern except import coal and adopt polici blend and pool price,0.1779,Positive,Others,growth
346,2013-2014 Month-02,P. Chidambaram,the medium long term must reduc our depend import coal,0.0,Neutral,Others,increa
347,2013-2014 Month-02,P. Chidambaram,one the way forward devi ppp polici framework with coal limit one the partner order increa the product coal for suppli power produc and other consum,0.0,Neutral,Agriculture,set
348,2013-2014 Month-02,P. Chidambaram,these matter are under activ consid and the minist coal will announc polici this behalf due cour,0.0258,Neutral,Others,tax
349,2013-2014 Month-02,P. Chidambaram,power,0.0,Neutral,Others,tax
350,2013-2014 Month-02,P. Chidambaram,honbl member are awar that the has approv scheme for the restructur discom restor the health the power,0.0,Neutral,Others,scheme
351,2013-2014 Month-02,P. Chidambaram,would urg state prepar the restructur plan quick sign the mou and take advantag the scheme,0.0,Neutral,Others,servic
352,2013-2014 Month-02,P. Chidambaram,micro small and medium enterpri,0.0,Neutral,Others,provid
353,2013-2014 Month-02,P. Chidambaram,micro small and medium enterpri msme have larg share job product and export,0.296,Positive,Agriculture,set
354,2013-2014 Month-02,P. Chidambaram,too mani them not grow becaus the fear lose the benefit associ with stay small medium,-0.4404,Negative,Agriculture,provid
355,2013-2014 Month-02,P. Chidambaram,encourag them grow that the benefit prefer enjoy them will stay with them for upto three after they grow out the categori which they obtain the benefit,0.8481,Positive,Agriculture,provid
356,2013-2014 Month-02,P. Chidambaram,begin with that the nontax benefit may made avail msme unit for three after graduat higher categori,0.4588,Positive,Others,provid
358,2013-2014 Month-02,P. Chidambaram,provid greater support msmes enhanc the refinanc capabl sidbi from the current level 5000 10000 per,0.6369,Positive,Others,scheme
360,2013-2014 Month-02,P. Chidambaram,sidbi set the microfin equiti fund 201112 with budgetari support 100 provid equiti and quasiequ micro institut mfi,0.4019,Positive,Agriculture,bank
361,2013-2014 Month-02,P. Chidambaram,amount 104 has been commit mfis,0.296,Positive,Others,bank
362,2013-2014 Month-02,P. Chidambaram,have alloc 100 the ime fund the and now provid anoth 100 the fund,0.0,Neutral,Others,provid
364,2013-2014 Month-02,P. Chidambaram,the factor act 2011 has been pass parliament,0.0,Neutral,Others,fund
365,2013-2014 Month-02,P. Chidambaram,provid corpus 500 sidbi set credit guarant fund for factor,0.3818,Positive,Others,growth
367,2013-2014 Month-02,P. Chidambaram,tool room and technolog develop centr set the ministri micro small and medium enterpri have done well extend technolog and design support small busi,0.6705,Positive,Others,growth
368,2013-2014 Month-02,P. Chidambaram,provid with world bank assist 2200 dure the 12th plan period set addit centr,0.0,Neutral,Others,provid
370,2013-2014 Month-02,P. Chidambaram,incub play import role mentor new busi which start small medium busi,0.34,Positive,Others,increa
371,2013-2014 Month-02,P. Chidambaram,the new compani bill oblig compani spend averag net profit under corpor social respon csr,0.4404,Positive,Others,provid
372,2013-2014 Month-02,P. Chidambaram,glad announc that the ministri corpor affair will notifi that fund provid technolog incub locat within academ institut and approv the ministri scienc and technolog ministri msme will qualifi csr expenditur,0.4588,Positive,Others,provid
373,2013-2014 Month-02,P. Chidambaram,textil,0.0,Neutral,Others,develop
374,2013-2014 Month-02,P. Chidambaram,continu the technolog upgrad fund scheme tuf for the textil the 12th plan with invest target 151000,0.0,Neutral,Others,provid
375,2013-2014 Month-02,P. Chidambaram,the major focus would moderni the powerloom,0.0,Neutral,Others,provid
376,2013-2014 Month-02,P. Chidambaram,provid 2400 201314 for the purpo,0.0,Neutral,Others,provid
378,2013-2014 Month-02,P. Chidambaram,textil park have been set under scheme for integr textil park sitp,0.0,Neutral,Others,growth
379,2013-2014 Month-02,P. Chidambaram,set apparel park within the sitp hous apparel manufactur unit,0.0,Neutral,Others,provid
380,2013-2014 Month-02,P. Chidambaram,incentivi such apparel park alloc the ministri textil provid addit grant upto each park,0.3612,Positive,Others,scheme
382,2013-2014 Month-02,P. Chidambaram,new scheme with outlay 500 call the integr process develop scheme will implement the 12th plan address the environ concern the textil industri includ improv the effluent treatment infrastructur,0.0,Neutral,Others,develop
383,2013-2014 Month-02,P. Chidambaram,provid 201314 for the scheme,0.0,Neutral,Others,provid
385,2013-2014 Month-02,P. Chidambaram,the handloom distress,-0.5267,Negative,Others,develop
386,2013-2014 Month-02,P. Chidambaram,veri larg proport handloom weaver are women and belong main the backward class,0.0,Neutral,Others,provid
387,2013-2014 Month-02,P. Chidambaram,accept their demand for work capit and term loan concess interest,0.6249,Positive,Others,set
388,2013-2014 Month-02,P. Chidambaram,150000 individu weaver and 1800 primari cooper societi will benefit 201314,0.4588,Positive,Others,custom
389,2013-2014 Month-02,P. Chidambaram,alloc addit 201314 the ministri textil for interest subvent,0.4588,Positive,Others,provid
391,2013-2014 Month-02,P. Chidambaram,has rich heritag tradit industri,0.5574,Positive,Others,provid
392,2013-2014 Month-02,P. Chidambaram,khadi villag industri and coir were taken for develop dure the 11th plan under the scheme fund for regen tradit industri sfurti,0.0,Neutral,Others,custom
393,2013-2014 Month-02,P. Chidambaram,the 12th plan has provid outlay 850,0.0,Neutral,Others,tax
394,2013-2014 Month-02,P. Chidambaram,leverag assist from multilat develop bank extend sfurti 800 cluster dure the 12th plan,0.1779,Positive,Others,tax
395,2013-2014 Month-02,P. Chidambaram,400000 artisan are expect benefit,0.4588,Positive,Others,tax
396,2013-2014 Month-02,P. Chidambaram,foreign trade,0.0,Neutral,Others,develop
397,2013-2014 Month-02,P. Chidambaram,look forward the chang that will made the foreign trade polici next month and assur support measur that will taken boost export good and servic,0.8074,Positive,Others,increa
399,2013-2014 Month-02,P. Chidambaram,the the heart the economi,0.0,Neutral,Others,increa
401,2013-2014 Month-02,P. Chidambaram,honbl member are awar that constitut the legisl reform commiss fslrc 2011,0.0,Neutral,Others,hous
402,2013-2014 Month-02,P. Chidambaram,inform that the report will present next month,0.0,Neutral,Others,provid
403,2013-2014 Month-02,P. Chidambaram,our intent examin the recommend and act quick and deci that our stand sound legal foundat and remain wellregul effici and intern competit,0.4588,Positive,Others,growth
404,2013-2014 Month-02,P. Chidambaram,constitut stand council expert the ministri anali the intern competit the indian period examin the transact cost busi the indian market and provid input for necessari action,0.0,Neutral,Others,provid
405,2013-2014 Month-02,P. Chidambaram,bank,0.0,Neutral,Others,hous
406,2013-2014 Month-02,P. Chidambaram,our public bank are well regul they must also adequ capitali,0.2732,Positive,Others,provid
407,2013-2014 Month-02,P. Chidambaram,befor the end march 2013 shall provid 12517 infus addit capit into public bank,0.0,Neutral,Others,develop
408,2013-2014 Month-02,P. Chidambaram,201314 provid further amount 14000 for capit infus,0.0,Neutral,Others,growth
409,2013-2014 Month-02,P. Chidambaram,shall ensur that public bank alway meet the basel iii regul they come into forc phase manner,0.0,Neutral,Others,growth
411,2013-2014 Month-02,P. Chidambaram,inclus has made rapid stride,0.0,Neutral,Others,growth
412,2013-2014 Month-02,P. Chidambaram,all schedul commerci bank and all rrbs are core bank solut cbs and the electron payment system neft and rtgs,0.0,Neutral,Others,provid
413,2013-2014 Month-02,P. Chidambaram,are work with rbi and nabard bring all other bank includ some cooper bank cbs and epay system 31122013,0.0,Neutral,Others,invest
414,2013-2014 Month-02,P. Chidambaram,public bank have assur that all their branch will have atm place 3132014,0.0,Neutral,Others,provid
416,2013-2014 Month-02,P. Chidambaram,women are the head mani bank today includ two public bank but there bank that exclus serv women,0.0,Neutral,Others,growth
417,2013-2014 Month-02,P. Chidambaram,can have bank that lend most women and womenrun busi that support women shgs and women livelihood that employ predomin women and that address gender relat aspect empow and inclus,0.5423,Positive,Others,provid
418,2013-2014 Month-02,P. Chidambaram,think can,0.0,Neutral,Others,agricultur
419,2013-2014 Month-02,P. Chidambaram,therefor set first women bank public bank and shall provid 1000 initi capit,0.0,Neutral,Others,provid
420,2013-2014 Month-02,P. Chidambaram,hope obtain the necessari approv and the bank licenc octob 2013 and invit all honbl member the inaugur the bank short thereaft,0.4404,Positive,Others,tax
422,2013-2014 Month-02,P. Chidambaram,the rural hous fund set through the hous bank use refin lend institut includ rrbs that extend loan for rural hous,0.1779,Positive,Others,tax
423,2013-2014 Month-02,P. Chidambaram,far 400000 rural famili have taken loan,0.0,Neutral,Others,tax
424,2013-2014 Month-02,P. Chidambaram,the last provid 4000 the fund,0.0,Neutral,Others,tax
425,2013-2014 Month-02,P. Chidambaram,consult with rbi provid 6000 the rural hous fund 201314,0.0,Neutral,Others,tax
427,2013-2014 Month-02,P. Chidambaram,similar start fund for urban hous mitig the huge shortag hous urban area,0.3182,Positive,Others,develop
428,2013-2014 Month-02,P. Chidambaram,ask hous bank set the urban hous fund and consult with rbi provid 2000 the fund 201314,0.0,Neutral,Others,tax
429,2013-2014 Month-02,P. Chidambaram,insur,0.0,Neutral,Others,servic
430,2013-2014 Month-02,P. Chidambaram,multiprong approach will follow increa the penetr insur both life and general the countri,0.0,Neutral,Others,tax
